challenge_kind,challenge_label,domain_accepted,domain_reason,nearest_training_distance,usable_prediction,deuteron_energy_mev,target_distance_cm,beam_fwhm_mm,radial_offset_mm,target_radius_mm,baseline_n2n_per_h_per_uA,raw_model_output_n2n_per_h_per_uA,log_prediction_std_n2n,baseline_ngamma_per_h_per_uA,raw_model_output_ngamma_per_h_per_uA,log_prediction_std_ngamma
explicit_out_of_range,outside_beam_fwhm_mm_low,False,outside:beam_fwhm_mm,0.49495028573233646,False,33.0,2.6278503768507733,0.2,3.9421061148084036,2.4172184849599856,1.2263971888579924e-10,8.106662678585795e-11,0.010890128052908074,9.66027758783195e-13,7.209214861258966e-13,0.006947404535473956
explicit_out_of_range,outside_beam_fwhm_mm_low,False,outside:beam_fwhm_mm,1.2210708977804028,False,33.0,2.9864523048551095,0.2,5.770559656075283,1.3247888649104964,9.495574550633472e-11,5.237939423631675e-11,0.022915344416692685,7.479622984172838e-13,4.939317028385201e-13,0.014842167171754935
explicit_out_of_range,outside_beam_fwhm_mm_low,False,outside:beam_fwhm_mm,1.4698164052770415,False,33.0,1.8918341469942024,0.2,5.082184753873663,3.5433292233220004,2.366280877675432e-10,9.395999753328444e-11,0.01509179162806495,1.8639092079466747e-12,9.618319842024349e-13,0.01005097177705775
explicit_out_of_range,outside_beam_fwhm_mm_low,False,outside:beam_fwhm_mm,1.3200226763167502,False,33.0,2.5025441788921365,0.2,2.191786311920599,1.4426447735048697,1.3522871092960002e-10,1.146301824158486e-10,0.015891865038374385,1.0651907043598788e-12,9.468189997390393e-13,0.010077925402963952
explicit_out_of_range,outside_beam_fwhm_mm_low,False,outside:beam_fwhm_mm,0.8012186603674876,False,33.0,2.448600825765015,0.2,6.816727447047276,2.7467164114049853,1.4125259367019248e-10,5.281403078740443e-11,0.012726099995747024,1.1126405680413679e-12,5.558234588894075e-13,0.008163093625167813
explicit_out_of_range,outside_beam_fwhm_mm_low,False,outside:beam_fwhm_mm,0.7740585492918117,False,40.0,1.6408257772352757,0.2,6.887869851715235,2.739567391064515,4.4407034437808445e-10,9.353390696885485e-11,0.01989750066050884,3.2892048666969134e-12,1.1127658246199076e-12,0.012506929632500042
explicit_out_of_range,outside_beam_fwhm_mm_low,False,outside:beam_fwhm_mm,0.710447476059422,False,33.0,2.864437611359338,0.2,3.57842751142023,3.3518811301722797,1.0321758156535216e-10,7.283871546516316e-11,0.013859741589880573,8.130404235470288e-13,6.335338101005037e-13,0.008838424137867291
explicit_out_of_range,outside_beam_fwhm_mm_low,False,outside:beam_fwhm_mm,1.2224156452732011,False,40.0,2.0189621020866486,0.2,7.169821397211092,4.377264315883471,2.933056155101003e-10,8.243548379674539e-11,0.02204835206399043,2.17249872723761e-12,8.907237842495834e-13,0.013805091720113842
explicit_out_of_range,outside_beam_fwhm_mm_low,False,outside:beam_fwhm_mm,0.8012724899666935,False,40.0,2.6485031305495155,0.2,0.9877440372864692,4.890550535040054,1.7044165023292146e-10,1.2538208568288825e-10,0.022210652131506362,1.262452024845561e-12,1.0243494780897174e-12,0.014354403428076876
explicit_out_of_range,outside_beam_fwhm_mm_low,False,outside:beam_fwhm_mm,1.1628711969782748,False,40.0,2.413278818541247,0.2,7.6317288705076525,2.054909821791398,2.0528712354208953e-10,6.426307764492772e-11,0.019607505013085377,1.5205505487435901e-12,6.921472628139837e-13,0.01256974043641894
explicit_out_of_range,outside_beam_fwhm_mm_high,False,outside:beam_fwhm_mm,1.0644809784183689,False,33.0,2.4672040627421796,17.0,6.032697705463767,4.485030086026741,1.3913047608855807e-10,4.004997705386326e-11,0.022300234620871634,1.0959247396793537e-12,4.2589032257922585e-13,0.014015155362758283
explicit_out_of_range,outside_beam_fwhm_mm_high,False,outside:beam_fwhm_mm,1.643719917073981,False,33.0,1.5419899545340792,17.0,7.0478843017570965,2.9909292323291092,3.561798325136415e-10,5.481204582784429e-11,0.03780338819843315,2.805613128054623e-12,6.509368489026983e-13,0.024853022447035845
explicit_out_of_range,outside_beam_fwhm_mm_high,False,outside:beam_fwhm_mm,1.6764329795304485,False,33.0,1.580550087548106,17.0,7.382267861633088,3.147159781782814,3.3901263757724333e-10,5.269462726092754e-11,0.040486772704651564,2.6703878764014797e-12,6.249533328602798e-13,0.026618838097510526
